dataset,id,claim,label,original_label,evidence,ligand,receptor,lr_pair,species,pmid
connectomedb,CDB25:0003835,Klrg1 as ligand directly interacts extracellularly with Cdh2 as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Klrg1%20Cdh2-based-on-Pubmed-ID-16461340,%2019855082-in-mouse",Klrg1,Cdh2,Klrg1 Cdh2,mouse,16461340
connectomedb,CDB25:0003945,Mfge8 as ligand directly interacts extracellularly with Itgb1 as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Mfge8%20Itgb1-based-on-Pubmed-ID-27092791,%2034041925-in-mouse",Mfge8,Itgb1,Mfge8 Itgb1,mouse,27092791
connectomedb,CDB25:0004012,Nrxn1 as ligand directly interacts extracellularly with Lrrtm2 as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Nrxn1%20Lrrtm2-based-on-Pubmed-ID-20064387,%2039394199-in-mouse",Nrxn1,Lrrtm2,Nrxn1 Lrrtm2,mouse,20064387
connectomedb,CDB25:0004014,Nrxn1 as ligand directly interacts extracellularly with Lrrtm4 as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Nrxn1%20Lrrtm4-based-on-Pubmed-ID-20064387,%2023911103,%2031995730-in-mouse",Nrxn1,Lrrtm4,Nrxn1 Lrrtm4,mouse,20064387
connectomedb,CDB25:0004017,Nrxn1 as ligand directly interacts extracellularly with Nlgn3 as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Nrxn1%20Nlgn3-based-on-Pubmed-ID-17042500,%2033758193-in-mouse",Nrxn1,Nlgn3,Nrxn1 Nlgn3,mouse,17042500
connectomedb,CDB25:0004026,Ntn1 as ligand directly interacts extracellularly with App as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ntn1%20App-based-on-Pubmed-ID-19148186,%2022782894-in-mouse",Ntn1,App,Ntn1 App,mouse,19148186
connectomedb,CDB25:0004056,Pcdhb6 as ligand directly interacts extracellularly with Pcdhb6 as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcdhb6%20Pcdhb6-based-on-Pubmed-ID-25171406,%2035253643-in-mouse",Pcdhb6,Pcdhb6,Pcdhb6 Pcdhb6,mouse,25171406
connectomedb,CDB25:0004058,Pcdhga10 as ligand directly interacts extracellularly with Pcdhga10 as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcdhga10%20Pcdhga10-based-on-Pubmed-ID-20679223,%2025171406-in-mouse",Pcdhga10,Pcdhga10,Pcdhga10 Pcdhga10,mouse,20679223
connectomedb,CDB25:0004062,Pcdhga3 as ligand directly interacts extracellularly with Pcdhga3 as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcdhga3%20Pcdhga3-based-on-Pubmed-ID-20679223,%2025171406,%2027068704-in-mouse",Pcdhga3,Pcdhga3,Pcdhga3 Pcdhga3,mouse,20679223
connectomedb,CDB25:0004067,Pcdhga8 as ligand directly interacts extracellularly with Pcdhga8 as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcdhga8%20Pcdhga8-based-on-Pubmed-ID-25171406,%2035253643-in-mouse",Pcdhga8,Pcdhga8,Pcdhga8 Pcdhga8,mouse,25171406
connectomedb,CDB25:0004068,Pcdhga9 as ligand directly interacts extracellularly with Pcdhga9 as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcdhga9%20Pcdhga9-based-on-Pubmed-ID-25171406,%2035253643-in-mouse",Pcdhga9,Pcdhga9,Pcdhga9 Pcdhga9,mouse,25171406
connectomedb,CDB25:0004070,Pcdhgb2 as ligand directly interacts extracellularly with Pcdhgb2 as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcdhgb2%20Pcdhgb2-based-on-Pubmed-ID-20679223,%2025171406,%2035253643-in-mouse",Pcdhgb2,Pcdhgb2,Pcdhgb2 Pcdhgb2,mouse,20679223
connectomedb,CDB25:0004075,Pcdhgc3 as ligand directly interacts extracellularly with Pcdhgc3 as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcdhgc3%20Pcdhgc3-based-on-Pubmed-ID-20679223,%2025171406-in-mouse",Pcdhgc3,Pcdhgc3,Pcdhgc3 Pcdhgc3,mouse,20679223
connectomedb,CDB25:0004149,Ptprd as ligand directly interacts extracellularly with Il1rap as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptprd%20Il1rap-based-on-Pubmed-ID-22357843,%2025908590-in-mouse",Ptprd,Il1rap,Ptprd Il1rap,mouse,22357843
connectomedb,CDB25:0004150,Ptprd as ligand directly interacts extracellularly with Il1rapl1 as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptprd%20Il1rapl1-based-on-Pubmed-ID-21926414,%2025908590-in-mouse",Ptprd,Il1rapl1,Ptprd Il1rapl1,mouse,21926414
connectomedb,CDB25:0004263,Sema3d as ligand directly interacts extracellularly with Plxnd1 as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Sema3d%20Plxnd1-based-on-Pubmed-ID-26243191,%2027799363-in-mouse",Sema3d,Plxnd1,Sema3d Plxnd1,mouse,26243191
connectomedb,CDB25:0004273,Sema5a as ligand directly interacts extracellularly with Plxna1 as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Sema5a%20Plxna1-based-on-Pubmed-ID-25313870,%2026633812-in-mouse",Sema5a,Plxna1,Sema5a Plxna1,mouse,25313870
connectomedb,CDB25:0004275,Sema6b as ligand directly interacts extracellularly with Plxna4 as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Sema6b%20Plxna4-based-on-Pubmed-ID-15814794,%2026633812-in-mouse",Sema6b,Plxna4,Sema6b Plxna4,mouse,15814794
connectomedb,CDB25:0004277,Sema6c as ligand directly interacts extracellularly with Plxna1 as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Sema6c%20Plxna1-based-on-Pubmed-ID-17145500,%2022632726-in-mouse",Sema6c,Plxna1,Sema6c Plxna1,mouse,17145500
connectomedb,CDB25:0004307,Slit3 as ligand directly interacts extracellularly with Plxna1 as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Slit3%20Plxna1-based-on-Pubmed-ID-25485759,%2039386533-in-mouse",Slit3,Plxna1,Slit3 Plxna1,mouse,25485759
connectomedb,CDB25:0004426,Unc5b as ligand directly interacts extracellularly with Flrt2 as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Unc5b%20Flrt2-based-on-Pubmed-ID-21673655,%2026633812-in-mouse",Unc5b,Flrt2,Unc5b Flrt2,mouse,21673655
connectomedb,CDB25:0004433,Unc5d as ligand directly interacts extracellularly with Flrt2 as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Unc5d%20Flrt2-based-on-Pubmed-ID-21673655,%2026633812-in-mouse",Unc5d,Flrt2,Unc5d Flrt2,mouse,21673655
connectomedb,CDB25:0003924,Lrrtm2 as ligand directly interacts extracellularly with Nrxn2 as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Lrrtm2%20Nrxn2-based-on-Pubmed-ID-20519524,%2021424692-in-rat",Lrrtm2,Nrxn2,Lrrtm2 Nrxn2,rat,20519524
connectomedb,CDB25:0003981,Nfasc as ligand directly interacts extracellularly with Nrcam as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Nfasc%20Nrcam-based-on-Pubmed-ID-8922386,%209321706-in-rat",Nfasc,Nrcam,Nfasc Nrcam,rat,8922386
connectomedb,CDB25:0004350,Tenm2 as ligand directly interacts extracellularly with Adgrl1 as receptor.,SUPPORT,SUPPORTED,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Tenm2%20Adgrl1-based-on-Pubmed-ID-21724987,%2024273166-in-rat",Tenm2,Adgrl1,Tenm2 Adgrl1,rat,21724987
connectomedb,AANAT MTNR1A,AANAT as ligand directly interacts extracellularly with MTNR1A as receptor.,REFUTE,REFUTED,Not a protein-protein interaction,AANAT,MTNR1A,AANAT MTNR1A,,PMID:12943195
connectomedb,AANAT MTNR1B,AANAT as ligand directly interacts extracellularly with MTNR1B as receptor.,REFUTE,REFUTED,Not a protein-protein interaction,AANAT,MTNR1B,AANAT MTNR1B,,PMID:12943195
connectomedb,AFDN EPHA7,AFDN as ligand directly interacts extracellularly with EPHA7 as receptor.,REFUTE,REFUTED,Intracellular interaction,AFDN,EPHA7,AFDN EPHA7,,PMID:9707552
connectomedb,AFDN EPHB2,AFDN as ligand directly interacts extracellularly with EPHB2 as receptor.,REFUTE,REFUTED,Intracellular interaction,AFDN,EPHB2,AFDN EPHB2,,PMID:9707552
connectomedb,AFDN EPHB3,AFDN as ligand directly interacts extracellularly with EPHB3 as receptor.,REFUTE,REFUTED,Intracellular interaction,AFDN,EPHB3,AFDN EPHB3,,PMID:9707552
connectomedb,AFDN EPHB6,AFDN as ligand directly interacts extracellularly with EPHB6 as receptor.,REFUTE,REFUTED,Intracellular interaction,AFDN,EPHB6,AFDN EPHB6,,PMID:9707552
connectomedb,AFDN F11R,AFDN as ligand directly interacts extracellularly with F11R as receptor.,REFUTE,REFUTED,Intracellular interaction,AFDN,F11R,AFDN F11R,,PMID:10856295
connectomedb,AFDN NECTIN1,AFDN as ligand directly interacts extracellularly with NECTIN1 as receptor.,REFUTE,REFUTED,Intracellular interaction,AFDN,NECTIN1,AFDN NECTIN1,,PMID:10225955
connectomedb,AFDN NECTIN2,AFDN as ligand directly interacts extracellularly with NECTIN2 as receptor.,REFUTE,REFUTED,Intracellular interaction,AFDN,NECTIN2,AFDN NECTIN2,,PMID:10225955
connectomedb,AFDN NECTIN3,AFDN as ligand directly interacts extracellularly with NECTIN3 as receptor.,REFUTE,REFUTED,Intracellular interaction,AFDN,NECTIN3,AFDN NECTIN3,,PMID:10744716
connectomedb,AFDN NECTIN4,AFDN as ligand directly interacts extracellularly with NECTIN4 as receptor.,REFUTE,REFUTED,Intracellular interaction,AFDN,NECTIN4,AFDN NECTIN4,,PMID:11544254
connectomedb,AMELX LAMP1,AMELX as ligand directly interacts extracellularly with LAMP1 as receptor.,REFUTE,REFUTED,Intracellular interaction,AMELX,LAMP1,AMELX LAMP1,,PMID:20382373
connectomedb,AMELX LAMP2,AMELX as ligand directly interacts extracellularly with LAMP2 as receptor.,REFUTE,REFUTED,Intracellular interaction,AMELX,LAMP2,AMELX LAMP2,,PMID:17708745
connectomedb,AMELY LAMP1,AMELY as ligand directly interacts extracellularly with LAMP1 as receptor.,REFUTE,REFUTED,Intracellular interaction,AMELY,LAMP1,AMELY LAMP1,,PMID:20382373
connectomedb,AMELY LAMP2,AMELY as ligand directly interacts extracellularly with LAMP2 as receptor.,REFUTE,REFUTED,Intracellular interaction,AMELY,LAMP2,AMELY LAMP2,,PMID:17708745
connectomedb,APP TNFRSF21,APP as ligand directly interacts extracellularly with TNFRSF21 as receptor.,REFUTE,REFUTED,Retracted article,APP,TNFRSF21,APP TNFRSF21,,PMID:19225519
connectomedb,ARF1 CHRM3,ARF1 as ligand directly interacts extracellularly with CHRM3 as receptor.,REFUTE,REFUTED,Intracellular interaction,ARF1,CHRM3,ARF1 CHRM3,,PMID:12799371
connectomedb,ARF1 INSR,ARF1 as ligand directly interacts extracellularly with INSR as receptor.,REFUTE,REFUTED,Intracellular interaction,ARF1,INSR,ARF1 INSR,,PMID:9197239
connectomedb,ARF1 PLD2,ARF1 as ligand directly interacts extracellularly with PLD2 as receptor.,REFUTE,REFUTED,Intracellular interaction,ARF1,PLD2,ARF1 PLD2,,PMID:12519790
connectomedb,B2M CD1A,B2M as ligand directly interacts extracellularly with CD1A as receptor.,REFUTE,REFUTED,Not a ligand-receptor pair,B2M,CD1A,B2M CD1A,,PMID:12833155
connectomedb,B2M CD1B,B2M as ligand directly interacts extracellularly with CD1B as receptor.,REFUTE,REFUTED,Not a ligand-receptor pair,B2M,CD1B,B2M CD1B,,PMID:12118248
connectomedb,B2M HLA-F,B2M as ligand directly interacts extracellularly with HLA-F as receptor.,REFUTE,REFUTED,Not a ligand-receptor pair,B2M,HLA-F,B2M HLA-F,,PMID:11169396
connectomedb,B2M LILRB1,B2M as ligand directly interacts extracellularly with LILRB1 as receptor.,REFUTE,REFUTED,Not a ligand-receptor pair,B2M,LILRB1,B2M LILRB1,,PMID:12897781
connectomedb,BDNF SORT1,BDNF as ligand directly interacts extracellularly with SORT1 as receptor.,REFUTE,REFUTED,Intracellular interaction,BDNF,SORT1,BDNF SORT1,,PMID:15987945
connectomedb,BTLA VTCN1,BTLA as ligand directly interacts extracellularly with VTCN1 as receptor.,REFUTE,REFUTED,Wrong direction,BTLA,VTCN1,BTLA VTCN1,,PMID:12796776
connectomedb,C3 CD46,C3 as ligand directly interacts extracellularly with CD46 as receptor.,REFUTE,REFUTED,In-cis interaction,C3,CD46,C3 CD46,,PMID:1717583
connectomedb,CALR ITGA3,CALR as ligand directly interacts extracellularly with ITGA3 as receptor.,REFUTE,REFUTED,Intracellular interaction,CALR,ITGA3,CALR ITGA3,,PMID:8006073
connectomedb,CALR ITGAV,CALR as ligand directly interacts extracellularly with ITGAV as receptor.,REFUTE,REFUTED,Intracellular interaction,CALR,ITGAV,CALR ITGAV,,PMID:12196561
connectomedb,CALR MTNR1A,CALR as ligand directly interacts extracellularly with MTNR1A as receptor.,REFUTE,REFUTED,Intracellular interaction,CALR,MTNR1A,CALR MTNR1A,,PMID:17215244
connectomedb,CALR TSHR,CALR as ligand directly interacts extracellularly with TSHR as receptor.,REFUTE,REFUTED,Intracellular interaction,CALR,TSHR,CALR TSHR,,PMID:12383251
connectomedb,CD99 PILRB,CD99 as ligand directly interacts extracellularly with PILRB as receptor.,REFUTE,REFUTED,Negligible binding,CD99,PILRB,CD99 PILRB,,PMID:18234675
connectomedb,CDH1 EGFR,CDH1 as ligand directly interacts extracellularly with EGFR as receptor.,REFUTE,REFUTED,In-cis interaction,CDH1,EGFR,CDH1 EGFR,,PMID:10969083
connectomedb,CDH1 PTPRM,CDH1 as ligand directly interacts extracellularly with PTPRM as receptor.,REFUTE,REFUTED,Intracellular interaction,CDH1,PTPRM,CDH1 PTPRM,,PMID:9531566
connectomedb,CLCF1 CRLF1,CLCF1 as ligand directly interacts extracellularly with CRLF1 as receptor.,REFUTE,REFUTED,Not a ligand-receptor pair,CLCF1,CRLF1,CLCF1 CRLF1,,PMID:10966616
connectomedb,COL1A1 CD36,COL1A1 as ligand directly interacts extracellularly with CD36 as receptor.,UNCERTAIN,UNCERTAIN,Old paper without gene symbol,COL1A1,CD36,COL1A1 CD36,,PMID:2468670
connectomedb,COL1A1 CD93,COL1A1 as ligand directly interacts extracellularly with CD93 as receptor.,UNCERTAIN,UNCERTAIN,Old paper without gene symbol,COL1A1,CD93,COL1A1 CD93,,PMID:1377218
connectomedb,COL1A2 CD93,COL1A2 as ligand directly interacts extracellularly with CD93 as receptor.,UNCERTAIN,UNCERTAIN,Old paper without gene symbol,COL1A2,CD93,COL1A2 CD93,,PMID:1377218
connectomedb,COL2A1 MAG,COL2A1 as ligand directly interacts extracellularly with MAG as receptor.,UNCERTAIN,UNCERTAIN,Old paper without gene symbol,COL2A1,MAG,COL2A1 MAG,,PMID:2446864
connectomedb,COL3A1 MAG,COL3A1 as ligand directly interacts extracellularly with MAG as receptor.,UNCERTAIN,UNCERTAIN,Old paper without gene symbol,COL3A1,MAG,COL3A1 MAG,,PMID:2446864
connectomedb,COL4A1 CD93,COL4A1 as ligand directly interacts extracellularly with CD93 as receptor.,UNCERTAIN,UNCERTAIN,Old paper without gene symbol,COL4A1,CD93,COL4A1 CD93,,PMID:1377218
connectomedb,COL4A2 CD93,COL4A2 as ligand directly interacts extracellularly with CD93 as receptor.,UNCERTAIN,UNCERTAIN,Old paper without gene symbol,COL4A2,CD93,COL4A2 CD93,,PMID:1377218
connectomedb,COL4A3 CD93,COL4A3 as ligand directly interacts extracellularly with CD93 as receptor.,UNCERTAIN,UNCERTAIN,Old paper without gene symbol,COL4A3,CD93,COL4A3 CD93,,PMID:1377218
connectomedb,COL4A5 CD93,COL4A5 as ligand directly interacts extracellularly with CD93 as receptor.,UNCERTAIN,UNCERTAIN,Old paper without gene symbol,COL4A5,CD93,COL4A5 CD93,,PMID:1377218
connectomedb,COL4A6 CD93,COL4A6 as ligand directly interacts extracellularly with CD93 as receptor.,UNCERTAIN,UNCERTAIN,Old paper without gene symbol,COL4A6,CD93,COL4A6 CD93,,PMID:1377218
connectomedb,COL9A1 MAG,COL9A1 as ligand directly interacts extracellularly with MAG as receptor.,UNCERTAIN,UNCERTAIN,Old paper without gene symbol,COL9A1,MAG,COL9A1 MAG,,PMID:2446864
connectomedb,COL9A2 MAG,COL9A2 as ligand directly interacts extracellularly with MAG as receptor.,UNCERTAIN,UNCERTAIN,Old paper without gene symbol,COL9A2,MAG,COL9A2 MAG,,PMID:2446864
connectomedb,COL9A3 MAG,COL9A3 as ligand directly interacts extracellularly with MAG as receptor.,UNCERTAIN,UNCERTAIN,Old paper without gene symbol,COL9A3,MAG,COL9A3 MAG,,PMID:2446864
connectomedb,CXCL17 GPR35,CXCL17 as ligand directly interacts extracellularly with GPR35 as receptor.,REFUTE,REFUTED,Interaction was challenged by PMID:29875152,CXCL17,GPR35,CXCL17 GPR35,,PMID:25411203
connectomedb,DLL3 NOTCH1,DLL3 as ligand directly interacts extracellularly with NOTCH1 as receptor.,REFUTE,REFUTED,In-cis interaction,DLL3,NOTCH1,DLL3 NOTCH1,,PMID:22353464
connectomedb,DLL3 NOTCH2,DLL3 as ligand directly interacts extracellularly with NOTCH2 as receptor.,REFUTE,REFUTED,In-cis interaction,DLL3,NOTCH2,DLL3 NOTCH2,,PMID:22353464
connectomedb,DLL3 NOTCH3,DLL3 as ligand directly interacts extracellularly with NOTCH3 as receptor.,REFUTE,REFUTED,In-cis interaction,DLL3,NOTCH3,DLL3 NOTCH3,,PMID:22353464
connectomedb,DLL3 NOTCH4,DLL3 as ligand directly interacts extracellularly with NOTCH4 as receptor.,REFUTE,REFUTED,In-cis interaction,DLL3,NOTCH4,DLL3 NOTCH4,,PMID:22353464
connectomedb,F11 GP1BA,F11 as ligand directly interacts extracellularly with GP1BA as receptor.,REFUTE,REFUTED,Retracted article,F11,GP1BA,F11 GP1BA,,PMID:11696542
connectomedb,F2 THBD,F2 as ligand directly interacts extracellularly with THBD as receptor.,REFUTE,REFUTED,Not a ligand-receptor pair,F2,THBD,F2 THBD,,PMID:7615164
connectomedb,FGF13 SCN5A,FGF13 as ligand directly interacts extracellularly with SCN5A as receptor.,REFUTE,REFUTED,Intracellular interaction,FGF13,SCN5A,FGF13 SCN5A,,PMID:21817159
connectomedb,FGF13 SCN8A,FGF13 as ligand directly interacts extracellularly with SCN8A as receptor.,REFUTE,REFUTED,Intracellular interaction,FGF13,SCN8A,FGF13 SCN8A,,PMID:15282281
connectomedb,GNAI2 ADCY1,GNAI2 as ligand directly interacts extracellularly with ADCY1 as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,ADCY1,GNAI2 ADCY1,,PMID:2121366
connectomedb,GNAI2 ADORA1,GNAI2 as ligand directly interacts extracellularly with ADORA1 as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,ADORA1,GNAI2 ADORA1,,PMID:11369591
connectomedb,GNAI2 ADRA2A,GNAI2 as ligand directly interacts extracellularly with ADRA2A as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,ADRA2A,GNAI2 ADRA2A,,PMID:7887906
connectomedb,GNAI2 ADRA2B,GNAI2 as ligand directly interacts extracellularly with ADRA2B as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,ADRA2B,GNAI2 ADRA2B,,PMID:2169434
connectomedb,GNAI2 AGTR2,GNAI2 as ligand directly interacts extracellularly with AGTR2 as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,AGTR2,GNAI2 AGTR2,,PMID:8663053
connectomedb,GNAI2 C5AR1,GNAI2 as ligand directly interacts extracellularly with C5AR1 as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,C5AR1,GNAI2 C5AR1,,PMID:7962171
connectomedb,GNAI2 CAV1,GNAI2 as ligand directly interacts extracellularly with CAV1 as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,CAV1,GNAI2 CAV1,,PMID:8621645
connectomedb,GNAI2 CCR5,GNAI2 as ligand directly interacts extracellularly with CCR5 as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,CCR5,GNAI2 CCR5,,PMID:15251452
connectomedb,GNAI2 CNR1,GNAI2 as ligand directly interacts extracellularly with CNR1 as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,CNR1,GNAI2 CNR1,,PMID:11168387
connectomedb,GNAI2 CXCR1,GNAI2 as ligand directly interacts extracellularly with CXCR1 as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,CXCR1,GNAI2 CXCR1,,PMID:8662698
connectomedb,GNAI2 CXCR2,GNAI2 as ligand directly interacts extracellularly with CXCR2 as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,CXCR2,GNAI2 CXCR2,,PMID:8662698
connectomedb,GNAI2 EDNRA,GNAI2 as ligand directly interacts extracellularly with EDNRA as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,EDNRA,GNAI2 EDNRA,,PMID:7882989
connectomedb,GNAI2 EGFR,GNAI2 as ligand directly interacts extracellularly with EGFR as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,EGFR,GNAI2 EGFR,,PMID:11286993
connectomedb,GNAI2 F2R,GNAI2 as ligand directly interacts extracellularly with F2R as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,F2R,GNAI2 F2R,,PMID:10644723
connectomedb,GNAI2 FPR1,GNAI2 as ligand directly interacts extracellularly with FPR1 as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,FPR1,GNAI2 FPR1,,PMID:8663057
connectomedb,GNAI2 IGF1R,GNAI2 as ligand directly interacts extracellularly with IGF1R as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,IGF1R,GNAI2 IGF1R,,PMID:11120746
connectomedb,GNAI2 LHCGR,GNAI2 as ligand directly interacts extracellularly with LHCGR as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,LHCGR,GNAI2 LHCGR,,PMID:10493819
connectomedb,GNAI2 LPAR3,GNAI2 as ligand directly interacts extracellularly with LPAR3 as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,LPAR3,GNAI2 LPAR3,,PMID:10727522
connectomedb,GNAI2 MTNR1A,GNAI2 as ligand directly interacts extracellularly with MTNR1A as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,MTNR1A,GNAI2 MTNR1A,,PMID:10598579
connectomedb,GNAI2 MTNR1B,GNAI2 as ligand directly interacts extracellularly with MTNR1B as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,MTNR1B,GNAI2 MTNR1B,,PMID:17215244
connectomedb,GNAI2 OPRD1,GNAI2 as ligand directly interacts extracellularly with OPRD1 as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,OPRD1,GNAI2 OPRD1,,PMID:1671672
connectomedb,GNAI2 OPRM1,GNAI2 as ligand directly interacts extracellularly with OPRM1 as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,OPRM1,GNAI2 OPRM1,,PMID:12068084
connectomedb,GNAI2 P2RY12,GNAI2 as ligand directly interacts extracellularly with P2RY12 as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,P2RY12,GNAI2 P2RY12,,PMID:8554519
connectomedb,GNAI2 TBXA2R,GNAI2 as ligand directly interacts extracellularly with TBXA2R as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,TBXA2R,GNAI2 TBXA2R,,PMID:16212421
connectomedb,GNAI2 TSHR,GNAI2 as ligand directly interacts extracellularly with TSHR as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAI2,TSHR,GNAI2 TSHR,,PMID:8552586
connectomedb,GNAS ADRB2,GNAS as ligand directly interacts extracellularly with ADRB2 as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAS,ADRB2,GNAS ADRB2,,PMID:19144685
connectomedb,GNAS AVPR2,GNAS as ligand directly interacts extracellularly with AVPR2 as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAS,AVPR2,GNAS AVPR2,,PMID:8621513
connectomedb,GNAS CRHR1,GNAS as ligand directly interacts extracellularly with CRHR1 as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAS,CRHR1,GNAS CRHR1,,PMID:10598591
connectomedb,GNAS GCGR,GNAS as ligand directly interacts extracellularly with GCGR as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAS,GCGR,GNAS GCGR,,PMID:1908089
connectomedb,GNAS LHCGR,GNAS as ligand directly interacts extracellularly with LHCGR as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAS,LHCGR,GNAS LHCGR,,PMID:10493819
connectomedb,GNAS PTGDR,GNAS as ligand directly interacts extracellularly with PTGDR as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAS,PTGDR,GNAS PTGDR,,PMID:12672054
connectomedb,GNAS TSHR,GNAS as ligand directly interacts extracellularly with TSHR as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAS,TSHR,GNAS TSHR,,PMID:9525885
connectomedb,GNAS VIPR1,GNAS as ligand directly interacts extracellularly with VIPR1 as receptor.,REFUTE,REFUTED,Intracellular interaction,GNAS,VIPR1,GNAS VIPR1,,PMID:11812005
connectomedb,GRN SORT1,GRN as ligand directly interacts extracellularly with SORT1 as receptor.,REFUTE,REFUTED,Intracellular interaction,GRN,SORT1,GRN SORT1,,PMID:22361451
connectomedb,HAS2 HMMR,HAS2 as ligand directly interacts extracellularly with HMMR as receptor.,REFUTE,REFUTED,Not a ligand-receptor pair,HAS2,HMMR,HAS2 HMMR,,PMID:1376732
